;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;MP_entropy;MP_complexity;MP_fisher_shanon;MP_edge_entropy;MP_edge_complexity;MP_edge_fisher_shannon;MP_number_nodes;MP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
161;[18, 162];0.9939302194100454;0.00595969804553127;0.006340832557399257;0.9488801212514659;0.050098499096156206;0.022398739207147408;18.0;0.07801418439716312;0.994640036012239;0.005234776415643473;0.004486093246433844;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.035460992907801414;0.7967953863816439;0.16160367123042316;0.09151156103602852;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.2907801418439716;0.9972183052566326;0.0027464192390162985;0.0030663978987978116;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.978592615592261;0.02095563538891109;0.02148824952169635;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
162;[19, 163];0.9946602386700596;0.005293019178769387;0.006129175890377577;0.9488801212514659;0.050098499096156206;0.010762192481623268;18.0;0.07801418439716312;0.994640036012239;0.005234776415643473;0.004486093246433844;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.035460992907801414;0.7967953863816439;0.16160367123042316;0.09151156103602852;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.2907801418439716;0.9967460319203318;0.0031974031766769852;0.0033824112487031545;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.04964539007092199;0.9765845036492147;0.022949441347118404;0.022970852360915343;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
163;[20, 164];0.9946602386700596;0.005293019178769387;0.005299253110059274;0.9187754171820363;0.07821885334427424;0.04197330470336312;18.0;0.07801418439716312;0.9956075644932447;0.004302003565787956;0.003841539441544966;0.9400664543100068;0.05624129096313678;0.07886583260889428;18.0;0.035460992907801414;0.7967953863816439;0.16160367123042316;0.09151156103602852;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.28368794326241137;0.995778503439326;0.004132325462246097;0.0038042372375993398;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.9763085475106175;0.023184300689221893;0.023022053446244858;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
164;[21, 165];0.9943254874501681;0.00562105624496264;0.005656633095830453;0.9187754171820363;0.07821885334427424;0.04197330470336312;18.0;0.0851063829787234;0.9943124056486969;0.00555401946930018;0.005227789129220542;0.9789848253208955;0.020031194717033532;0.019280735909356184;18.0;0.035460992907801414;0.8011136119494391;0.1598803470074194;0.08861883177500465;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.28368794326241137;0.9962507767756269;0.003682225434134945;0.002596233418514647;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.97580874007457;0.02358591921426148;0.023996698626829772;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
165;[22, 166];0.9954297397116552;0.004485147662348457;0.004988786800257722;0.9187754171820363;0.07821885334427424;0.04197330470336312;18.0;0.0851063829787234;0.9929610467451419;0.006885195238732647;0.006349608492737025;0.9607329284860074;0.03998276446058072;0.03287066936024999;18.0;0.035460992907801414;0.8004703996670568;0.16025219366182908;0.09232037987602813;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.28368794326241137;0.9972183052566328;0.0027464192390162993;0.0022436692519488405;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.9765845036492147;0.022949441347118404;0.022970852360915343;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
166;[23, 167];0.9941682312385105;0.0057702534301056155;0.006779627566629914;0.9306282244165778;0.06882298225072127;0.069230947161671;18.0;0.0851063829787234;0.9941158058580266;0.005762046046619859;0.005056326268016777;0.9607329284860074;0.03998276446058072;0.03287066936024999;18.0;0.035460992907801414;0.7927618357534356;0.1645518365710759;0.0980874050945748;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.28368794326241137;0.9975842500282089;0.0023696488076971646;0.0014319417773955925;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.9788384230521;0.02067746307899481;0.02027667937671315;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
167;[24, 168];0.9931034607586049;0.006763492306296207;0.007233388954599539;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.07801418439716312;0.9943124056486969;0.00555401946930018;0.005227789129220542;0.9607329284860074;0.03998276446058072;0.03287066936024999;18.0;0.035460992907801414;0.7882070946017908;0.16633101471483455;0.10115745287543142;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.2907801418439716;0.9964294909153242;0.0035006947337532825;0.0022349277985153227;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.978592615592261;0.02095563538891109;0.02148824952169635;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
168;[25, 169];0.9922815343365252;0.007559404482036976;0.007866014918959158;0.9488801212514659;0.05009849909615667;0.05901039155882896;18.0;0.07801418439716312;0.9937498610864504;0.006136251191149591;0.005935771400479135;0.9607329284860074;0.03998276446058072;0.03287066936024999;18.0;0.035460992907801414;0.7905776301516396;0.16480908185400134;0.09974534168889018;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2907801418439716;0.9953215627026554;0.004560758224396618;0.002440850674323489;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.05673758865248227;0.9775520321302206;0.02205132139499254;0.022483153024456037;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.035460992907801414
169;[26, 170];0.9917680689769365;0.008065801852136019;0.008554082738492457;0.9488801212514659;0.05009849909615667;0.05901039155882896;18.0;0.07801418439716312;0.9947590181404088;0.005144148961945663;0.004682832467124408;0.967132018086354;0.030601750822931956;0.04289321881345246;18.0;0.035460992907801414;0.7882070946017908;0.16633101471483455;0.10115745287543142;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2907801418439716;0.9949377322801061;0.00496315465428633;0.0032889930894846996;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.05673758865248227;0.9788384230521;0.02067746307899481;0.02027667937671315;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.035460992907801414
170;[27, 171];0.9902880949030409;0.009582127562509885;0.009445270447456348;0.9187754171820363;0.07821885334427424;0.11519660940672624;18.0;0.08510638297872342;0.9954925016487368;0.004391173718365683;0.004100314987205891;0.967132018086354;0.030601750822931956;0.04289321881345246;18.0;0.028368794326241134;0.7844173161892518;0.16763169007064593;0.10031231477834086;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2907801418439716;0.9952237340706954;0.004704616434230211;0.003708742799857229;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.978978822783763;0.02055614335051041;0.02027715867888867;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.035460992907801414
171;[28, 172];0.9919192738277697;0.007925947818431369;0.007250327305186546;0.8315004452668298;0.1670684297965183;0.2193309509428394;18.0;0.08510638297872342;0.9948492893663546;0.005010018123791344;0.004438962470021311;0.9440074771920578;0.05302369343549292;0.0676479083840953;17.0;0.02127659574468085;0.7844173161892518;0.16763169007064593;0.10031231477834086;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2907801418439716;0.996012548412004;0.003952213885986878;0.003801547394263888;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.9794950666791731;0.02013034405567959;0.019472431556286845;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.035460992907801414
172;[29, 173];0.992340832025293;0.007550778968004332;0.007490300184143712;0.8616051493362595;0.14525605675646291;0.1631447330949421;18.0;0.08510638297872342;0.9936058047467515;0.006185355387986906;0.0052625227714506876;0.9440074771920578;0.05302369343549292;0.0676479083840953;17.0;0.02127659574468085;0.7844173161892518;0.16763169007064593;0.10031231477834086;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2907801418439716;0.9965750929742504;0.0033674078871962676;0.002635455731838352;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.9788384230521;0.02067746307899481;0.02027667937671315;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.035460992907801414
173;[30, 174];0.9913316749713348;0.008537994191752966;0.008515097363607596;0.8616051493362595;0.14525605675646291;0.1631447330949421;18.0;0.08510638297872342;0.9944996362805759;0.005360293529633317;0.004944709603490319;0.9440074771920578;0.05302369343549292;0.0676479083840953;17.0;0.02127659574468085;0.7844173161892518;0.16763169007064593;0.10031231477834086;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2978723404255319;0.9968835540367411;0.0030761642425136816;0.0017215130501206065;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.978978822783763;0.02055614335051041;0.02027715867888867;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.028368794326241134
174;[31, 175];0.9927443882953125;0.007120019161555661;0.0077138216086515355;0.8616051493362595;0.14525605675646291;0.1631447330949421;18.0;0.08510638297872342;0.9941158058580266;0.005762046046619859;0.005367882180418388;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.7844173161892518;0.16763169007064593;0.10031231477834086;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2978723404255319;0.9975842500282089;0.0023696488076971646;0.0014319417773955925;0.9789848253208955;0.020031194717033057;0.030917282634880326;18.0;0.04964539007092199;0.978978822783763;0.02055614335051041;0.02027715867888867;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.028368794326241134
175;[32, 176];0.992340832025293;0.007550778968004332;0.007490300184143712;0.8315004452668298;0.1670684297965183;0.2193309509428394;18.0;0.08510638297872342;0.9922815343365254;0.007559404482036735;0.006803504722661646;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.7844173161892518;0.16763169007064593;0.10031231477834086;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2978723404255319;0.9977415062398663;0.002219396731240915;0.0007899588132603071;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.04964539007092199;0.978978822783763;0.02055614335051041;0.02027715867888867;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.028368794326241134
176;[33, 177];0.993753545349271;0.006129932361756775;0.005600536539260659;0.8315004452668298;0.1670684297965183;0.2193309509428394;18.0;0.08510638297872342;0.9916636589412983;0.008137814794420136;0.007012652512079666;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.7890290210238703;0.16586712754424254;0.09718231022342921;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2907801418439716;0.998076257459758;0.0018890788030043592;0.0010404996905960988;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.04964539007092199;0.9776836639392154;0.02176552833708214;0.021076131242232732;0.9908376325554372;0.00919559653943412;0.009470673228154095;18.0;0.028368794326241134
177;[34, 178];0.9944242669205173;0.005472269067287832;0.00491477092368633;0.8315004452668298;0.1670684297965183;0.2193309509428394;18.0;0.08510638297872342;0.9916636589412983;0.008137814794420136;0.006374171094417753;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.7927618357534356;0.1645518365710759;0.0980874050945748;0.7177622660637883;0.24528008890503622;0.375;14.0;0.28368794326241137;0.9985897228193468;0.0013762315482894287;0.0005032502304802075;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.04964539007092199;0.9776836639392154;0.02176552833708214;0.021076131242232732;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.028368794326241134
178;[35, 179];0.9944242669205173;0.005472269067287832;0.00491477092368633;0.8315004452668298;0.1670684297965183;0.2193309509428394;18.0;0.08510638297872342;0.9934979304627994;0.006342660748234172;0.0049922147763262065;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.7927618357534356;0.1645518365710759;0.0980874050945748;0.7177622660637883;0.24528008890503622;0.375;14.0;0.2765957446808511;0.9976221943383411;0.0023146608497153936;0.0008967632688440632;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.04964539007092199;0.9776836639392154;0.02176552833708214;0.021076131242232732;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
179;[36, 180];0.9940583221489411;0.0058466983187797795;0.0040429214243084466;0.873457956570801;0.13748854455069606;0.10800232301413917;18.0;0.08510638297872342;0.9941158058580266;0.005762046046620102;0.004799315123206801;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.7970800613212305;0.1628621137493946;0.09531514501273336;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.2765957446808511;0.9965142661256722;0.0033773211149227362;0.001344949204046499;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.05673758865248227;0.9776836639392154;0.02176552833708214;0.021076131242232732;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.028368794326241134
180;[37, 181];0.9929935516690355;0.006839744020851447;0.005543563526041155;0.873457956570801;0.13748854455069606;0.10800232301413917;18.0;0.08510638297872342;0.9941158058580266;0.005762046046620102;0.004799315123206801;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.798462097434997;0.16167185741566423;0.09023229595192175;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.2765957446808511;0.9976221943383411;0.00231466084971515;0.0009750976557482312;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.05673758865248227;0.9776836639392154;0.02176552833708214;0.021076131242232732;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.028368794326241134
181;[38, 182];0.9944242669205173;0.005472269067287832;0.00491477092368633;0.873457956570801;0.13748854455069606;0.10800232301413917;18.0;0.08510638297872342;0.9941158058580266;0.005762046046620102;0.004799315123206801;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.7989343707712978;0.16140495750698658;0.08661887311692514;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.2765957446808511;0.997622194338341;0.0023146608497149053;0.0014491866419651975;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.05673758865248227;0.9776836639392154;0.02176552833708214;0.021076131242232732;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.028368794326241134
182;[39, 183];0.9940583221489411;0.0058466983187797795;0.0040429214243084466;0.9187754171820363;0.07821885334427424;0.04197330470336312;18.0;0.08510638297872342;0.9925574904751224;0.00731614579314905;0.006109754890002796;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.8061905771227619;0.15739405551430605;0.08138799546994716;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.2695035460992908;0.997458382064531;0.0024744341612489354;0.001705491613728868;0.9607329284860076;0.03998276446058072;0.04205108025988341;18.0;0.05673758865248227;0.975153788397733;0.024266459074044747;0.023178997047536135;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
183;[40, 184];0.9940583221489411;0.0058466983187797795;0.0031503901431917504;0.8616051493362595;0.14525605675646372;0.2227351518664167;18.0;0.08510638297872342;0.9929071435609012;0.0069672505597322;0.005682342143437956;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.8100558341196445;0.15583884216001123;0.07894547152816528;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.2624113475177305;0.996163223219983;0.0037311743981006595;0.0025577376502927676;0.8616051493362593;0.1452560567564639;0.23741184556539954;18.0;0.05673758865248227;0.975289344804667;0.024152557287099377;0.02294328327559667;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
184;[41, 185];0.9940583221489411;0.0058466983187797795;0.0031503901431917504;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.08510638297872342;0.9916636589412983;0.008137814794420136;0.006374171094417753;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.8168342189983088;0.15203911510048532;0.07417024202262334;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.2553191489361702;0.9949197386003801;0.004909678803953431;0.002965838222225377;0.8616051493362593;0.1452560567564639;0.23741184556539954;18.0;0.06382978723404255;0.9746539809616852;0.024667019576871597;0.023704499418258043;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
185;[42, 186];0.9940583221489411;0.0058466983187797795;0.0031503901431917504;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.08510638297872342;0.9917992153482322;0.008019666873190409;0.006495169489705646;0.9566504715755689;0.04270672693661957;0.05487357646028503;17.0;0.014184397163120567;0.8168342189983088;0.15203911510048532;0.07417024202262334;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.24822695035460993;0.9940586831839496;0.00568947219429035;0.002980247165207109;0.8616051493362593;0.1452560567564639;0.214008186369418;18.0;0.07092198581560284;0.975153788397733;0.024266459074044747;0.023178997047536135;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
186;[43, 187];0.9955500807841594;0.0043868681716696285;0.002123467613206911;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.08510638297872342;0.9917992153482322;0.008019666873190166;0.005899355799364058;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.8229206457183676;0.14872813542469435;0.07365784419168016;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.24113475177304963;0.9940586831839496;0.00568947219429035;0.002980247165207109;0.8616051493362593;0.1452560567564639;0.214008186369418;18.0;0.07092198581560284;0.9736620297625148;0.02566565261023787;0.02419222232657193;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
187;[44, 188];0.9962507767756269;0.003682225434134945;0.0017175050110533362;0.9607329284860076;0.03998276446058026;0.025304255732938236;18.0;0.08510638297872342;0.9922027716182518;0.007589336218024815;0.00513835879783143;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.8262931686924672;0.14730494260795307;0.07447695659788317;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.23404255319148937;0.9945955669016071;0.005145684276037997;0.00241843804711832;0.8822716235122601;0.1326740121853418;0.23487384483330478;18.0;0.07092198581560284;0.9730266659195331;0.026178215996696157;0.02482274067729199;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
188;[45, 189];0.9968686521708541;0.0030983311020800187;0.0010286580716542767;0.9607329284860076;0.03998276446058026;0.025304255732938236;18.0;0.08510638297872342;0.9931319856912233;0.006716416725010348;0.004973460869103687;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.8262931686924672;0.14730494260795307;0.07447695659788317;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.23404255319148937;0.9945955669016071;0.005145684276037997;0.00241843804711832;0.8822716235122601;0.1326740121853418;0.23487384483330478;18.0;0.07092198581560284;0.975153788397733;0.024266459074044747;0.023178997047536135;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
189;[46, 190];0.9963963788345531;0.003548989203892813;0.0007603063865944694;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.08510638297872342;0.9938902608181137;0.006010939464772546;0.004011416750410492;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.8202691312039254;0.15063298267144437;0.07506485034897457;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.24113475177304963;0.9940586831839497;0.005689472194290351;0.0021843891535528394;0.8616051493362593;0.1452560567564639;0.214008186369418;18.0;0.07092198581560284;0.9774378564793762;0.022043086578293278;0.02055692378332034;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
190;[47, 191];0.9963963788345531;0.003548989203892813;0.0007603063865944694;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.08510638297872342;0.9938902608181136;0.006010939464772546;0.003616146934237759;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.8135521606450621;0.15445611358818284;0.07992376478747137;0.8625169447880242;0.14712370492236546;0.19320495413732872;14.0;0.24822695035460993;0.9935217994662922;0.006232669720532643;0.002585378283763572;0.8616051493362593;0.1452560567564639;0.214008186369418;18.0;0.07092198581560284;0.9796917758822615;0.019766945171857037;0.01874293393282849;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
191;[48, 192];0.9963963788345531;0.003548989203892813;0.0007603063865944694;0.9488801212514659;0.05009849909615574;0.0388553014055719;18.0;0.08510638297872342;0.9945081362133407;0.005429886285827227;0.0037339864161138226;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.8097473730571538;0.15601691796846923;0.08230553821171138;0.863173161693871;0.14580372811816936;0.1653144954225404;13.0;0.2553191489361702;0.9935217994662922;0.006232669720532643;0.002585378283763572;0.8616051493362593;0.1452560567564639;0.214008186369418;18.0;0.07092198581560284;0.9815031786222193;0.01812454790112174;0.01736785451656795;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
192;[49, 193];0.9950450199309981;0.004885709717999728;0.0012288179070615271;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.08510638297872342;0.9949621993347576;0.005007060986751677;0.0030442526572389867;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.7986939947228632;0.16728921502495497;0.08824897251026044;0.863173161693871;0.14580372811816936;0.1653144954225404;13.0;0.2553191489361702;0.9926245036841541;0.0071410059908267815;0.0025298930128638385;0.8616051493362593;0.1452560567564639;0.214008186369418;18.0;0.07092198581560284;0.9834203593375374;0.01624543148917793;0.015117933256949637;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
193;[50, 194];0.9937498610864504;0.006136251191149833;0.0011915832330393152;0.9607329284860076;0.03998276446058072;0.05339736465688687;18.0;0.09219858156028368;0.9956628953262253;0.004303274467830006;0.002663644884791209;0.96929346595908;0.03209829420167817;0.024597980457651103;17.0;0.014184397163120567;0.7949085353820128;0.16994501771774112;0.09478723326183763;0.863173161693871;0.14580372811816936;0.1653144954225404;13.0;0.2553191489361702;0.9929904484557301;0.006767599989965202;0.0020866463498268283;0.8616051493362593;0.1452560567564639;0.214008186369418;18.0;0.07092198581560284;0.9836516902969287;0.015987796303893458;0.015628899083685484;0.9789848253208955;0.020031194717033057;0.01612384483330482;18.0;0.028368794326241134
