;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
124;[24, 125];0.9488734094612016;0.05044308957947521;0.013830375976093915;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.061224489795918366;0.9576880856267417;0.04182085666638254;0.009770983763002861;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.9335100357365151;0.061807296679243916;0.056516802044468205;0.8729584129369051;0.13850724725576827;0.1710152588652167;17.0;0.0510204081632653;0.4824438515512401;0.25087096017536165;0.22527708193617582;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5918367346938775;0.6398833991320436;0.2047681825228934;0.1423380806917069;0.9699870314266158;0.03000430827113378;0.031095837482680737;15.0;0.6122448979591837
125;[25, 126];0.9474995634402554;0.05165969504686371;0.013553335477565515;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.061224489795918366;0.9560173929384461;0.04330956697848167;0.009622975936542754;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.9328823536813919;0.06251427941901262;0.05550085487360151;0.8729584129369051;0.13850724725576827;0.1710152588652167;17.0;0.0510204081632653;0.47261080231095715;0.24909244148174525;0.2316254436417791;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6020408163265306;0.6282831336720692;0.20705173134378252;0.14220604529315714;0.8467132018086354;0.15518826439167607;0.21969139123697723;14.0;0.6224489795918368
126;[26, 127];0.9440082274594881;0.05495234216989821;0.012322911850523702;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9522440653387376;0.04689168255746469;0.008953071916963843;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9303338395432204;0.06435398339578588;0.05591619058115538;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.0510204081632653;0.47261080231095715;0.24909244148174525;0.22093059002731105;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6020408163265306;0.6282831336720692;0.20705173134378252;0.14220604529315714;0.9111886696810589;0.07947441572460452;0.07829350564041106;14.0;0.6224489795918368
127;[27, 128];0.9483064455396392;0.0510380969588797;0.012084133195993775;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9562859459659897;0.04309863718513806;0.00851693755127651;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9326735103241441;0.06264613975494358;0.05558570129128772;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.0510204081632653;0.4824438515512401;0.25087096017536165;0.22527708193617582;0.7435032788101106;0.23349426159598274;0.417157287525381;7.0;0.6020408163265306;0.6290912500216179;0.20661261581822699;0.1410438667074107;0.9111886696810589;0.07947441572460452;0.07829350564041106;14.0;0.6224489795918368
128;[28, 129];0.9514897279564091;0.048446659392537554;0.010626952707059755;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9592436689680588;0.04061649124846272;0.007390657003602062;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9386678505420546;0.05743848951552935;0.0505480128208608;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.0510204081632653;0.47261080231095715;0.24909244148174525;0.2316254436417791;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6020408163265306;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6122448979591837
129;[29, 130];0.9483064455396392;0.0510380969588797;0.012084133195993775;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9562859459659897;0.04309863718513806;0.00851693755127651;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.936119336403883;0.0593055297076028;0.05105690047037928;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.0510204081632653;0.4626994522048903;0.24714667262141143;0.22737775738069949;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
130;[30, 131];0.9474995634402554;0.05165969504686371;0.013553335477565515;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9560173929384461;0.04330956697848167;0.009622975936542754;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.936119336403883;0.0593055297076028;0.05105690047037928;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.0510204081632653;0.4626994522048903;0.24714667262141143;0.22737775738069949;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
131;[31, 132];0.9490121531687297;0.05053681984613457;0.011940324372579065;0.9566504715755689;0.04270672693661933;0.04078114315939366;17.0;0.07142857142857142;0.9570224316332787;0.04254988429897688;0.008456952374111256;0.9566504715755689;0.04270672693661933;0.04078114315939366;17.0;0.07142857142857142;0.9415489851554057;0.05467596476887438;0.0458620026779345;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.0510204081632653;0.4626994522048903;0.24714667262141143;0.22737775738069949;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
132;[32, 133];0.9483064455396392;0.0510380969588797;0.012084133195993775;0.9566504715755689;0.04270672693661933;0.04078114315939366;17.0;0.07142857142857142;0.9562859459659897;0.04309863718513806;0.00851693755127651;0.9566504715755689;0.04270672693661933;0.04078114315939366;17.0;0.07142857142857142;0.9355546449374954;0.05991954506333387;0.050751034283274224;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.0510204081632653;0.47261080231095715;0.24909244148174525;0.22093059002731105;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
133;[33, 134];0.9560173929384461;0.04330956697848167;0.009622975936542754;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9629632176005474;0.03644718040014115;0.006698767612047889;0.956650471575569;0.04270672693661934;0.038429397798721454;17.0;0.07142857142857142;0.938103159075667;0.05805549526173282;0.05039080349884292;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.0510204081632653;0.47261080231095715;0.24909244148174525;0.2316254436417791;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
134;[34, 135];0.9531367978177138;0.0458153978284658;0.01146788901166063;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9603389599327141;0.038795811964661614;0.008294730355234514;0.956650471575569;0.04270672693661934;0.038429397798721454;17.0;0.07142857142857142;0.9316899801598812;0.0638290664529572;0.05625629902713984;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.0510204081632653;0.4626994522048903;0.24714667262141143;0.22737775738069949;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
135;[35, 136];0.9516242080892394;0.046951353035368314;0.013080900116647079;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9593339212378815;0.03956236820932032;0.009460753917666013;0.9440074771920581;0.05302369343549271;0.04477152501692065;17.0;0.07142857142857142;0.9262603314083584;0.06834987475891342;0.06135764487762001;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.0510204081632653;0.4626994522048903;0.24714667262141143;0.22737775738069949;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.6517205195901679;0.20199077995222237;0.13169906159397482;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5918367346938775
136;[36, 137];0.9502065851298207;0.048425983492417383;0.011886186175412277;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9579162982784629;0.041061011824405386;0.008695769443457783;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9211669367549238;0.07336683110189174;0.06624777247137073;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.0510204081632653;0.4626994522048903;0.24714667262141143;0.22737775738069949;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6122448979591837;0.663855163320513;0.19883776730205174;0.1305887767534512;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5816326530612245
137;[37, 138];0.9545048032099718;0.04445336458889095;0.011341423583203156;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9619581789057148;0.03721850652398417;0.007974832172756977;0.8924271028941193;0.09962471750424233;0.09999999999999998;17.0;0.07142857142857142;0.9228964061684316;0.07217899186968768;0.06613782728536702;0.8314454838586239;0.16576716623440765;0.19361740408727574;17.0;0.061224489795918366;0.47261080231095715;0.24909244148174525;0.22093059002731105;0.5887621559162939;0.2899544464646183;0.5;7.0;0.6020408163265306;0.6751951860059713;0.19586114344074965;0.13086436878743044;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5714285714285714
138;[38, 139];0.9576880856267417;0.04182085666638254;0.009770983763002861;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.9636288715940103;0.03570904572070474;0.008265892524309048;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.9235240882235548;0.07148705012186686;0.06643984815128298;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.061224489795918366;0.4824438515512401;0.25087096017536165;0.22527708193617582;0.7435032788101106;0.23349426159598274;0.417157287525381;7.0;0.5918367346938775;0.6751951860059713;0.19586114344074965;0.13086436878743044;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5714285714285714
139;[39, 140];0.9582386302732264;0.041380171984745084;0.00866672156431115;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.964915901907784;0.0347020292427049;0.006735857894332031;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.929518428441465;0.06639545743380149;0.060672410461516335;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.061224489795918366;0.4824438515512401;0.25087096017536165;0.22527708193617582;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5816326530612245;0.6650475368420236;0.19819936600714402;0.1396704552122741;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5816326530612245
140;[40, 141];0.9582386302732264;0.041380171984745084;0.00866672156431115;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.9582386302732264;0.041380171984745084;0.00866672156431115;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.9275801156707095;0.06773437375428026;0.06079241691122714;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.0510204081632653;0.4917634159532095;0.2524976594531382;0.21961907451819218;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5714285714285714;0.6529128931116784;0.20138296197801608;0.14087780373746223;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5918367346938775
141;[41, 142];0.9560173929384461;0.04330956697848167;0.009622975936542754;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.9560173929384461;0.04330956697848167;0.009622975936542754;0.956650471575569;0.042706726936619574;0.048180355794852935;17.0;0.07142857142857142;0.9255537995898524;0.06916794157048552;0.060814767049979374;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.0510204081632653;0.5010024421717076;0.2539766984922451;0.22418674044280879;0.7435032788101106;0.23349426159598274;0.417157287525381;7.0;0.5612244897959183;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
142;[42, 143];0.9560173929384461;0.04330956697848167;0.009622975936542754;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.07142857142857142;0.9560173929384461;0.04330956697848167;0.009622975936542754;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.07142857142857142;0.92514357479931;0.0694183344768441;0.061134025901895844;0.8314454838586239;0.16576716623440765;0.1610731094699242;17.0;0.0510204081632653;0.5010024421717076;0.2539766984922451;0.22418674044280879;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5510204081632653;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
143;[43, 144];0.9560173929384461;0.04330956697848167;0.009622975936542754;0.9755037590061086;0.021956753810735745;0.012255205375272145;16.0;0.07142857142857142;0.9560173929384461;0.04330956697848167;0.009622975936542754;0.9755037590061086;0.021956753810735745;0.012255205375272145;16.0;0.07142857142857142;0.9172157477154695;0.076788948243243;0.06726510235277232;0.8534897229796914;0.15416855380450745;0.13572655899081634;17.0;0.0510204081632653;0.5010024421717076;0.2539766984922451;0.22418674044280879;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5510204081632653;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
144;[44, 145];0.9490121531687297;0.05053681984613457;0.011940324372579065;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.07142857142857142;0.9490121531687297;0.05053681984613457;0.011940324372579065;0.9890498244170132;0.010496626898348555;0.014431502061949118;16.0;0.07142857142857142;0.9200968823288208;0.0741582877768316;0.06182687178192217;0.8314454838586239;0.16576716623440682;0.1252136473053132;17.0;0.0510204081632653;0.5010024421717076;0.2539766984922451;0.22418674044280879;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5510204081632653;0.6413980473000982;0.2039306107830122;0.14073087403985166;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.6020408163265306
145;[45, 146];0.9483064455396392;0.0510380969588797;0.012084133195993775;0.9681905137485697;0.032396303060323324;0.02635497906176903;16.0;0.07142857142857142;0.9483064455396392;0.0510380969588797;0.012084133195993775;0.9681905137485697;0.032396303060323324;0.02635497906176903;16.0;0.07142857142857142;0.9194922230960093;0.07451687159037336;0.06222813212512326;0.8534897229796914;0.15416855380450745;0.13572655899081634;17.0;0.0510204081632653;0.5097567425724833;0.255328105727273;0.21925518217072804;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5408163265306123;0.6517205195901679;0.20199077995222237;0.13169906159397482;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5918367346938775
146;[46, 147];0.9499771382279345;0.04957621385443582;0.012345400353720158;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.061224489795918366;0.9499771382279345;0.04957621385443582;0.012345400353720158;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.061224489795918366;0.9142714177017344;0.07878025159793584;0.06750062169660914;0.8576611402529865;0.1510811565075869;0.1314104258682581;16.0;0.04081632653061224;0.5184281358513433;0.2565490428980722;0.22403348477861645;0.7435032788101106;0.23349426159598274;0.417157287525381;7.0;0.5306122448979592;0.6656072588218948;0.19770533408792637;0.1255879278961933;0.9513282751069652;0.047257104043983755;0.03368715727290413;14.0;0.5816326530612245
147;[47, 148];0.952658420997189;0.0470401616467276;0.013965449466575859;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.061224489795918366;0.952658420997189;0.0470401616467276;0.013965449466575859;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.061224489795918366;0.916413747924912;0.07634029341918751;0.06740809108464868;0.8576611402529865;0.1510811565075869;0.1314104258682581;16.0;0.04081632653061224;0.5184281358513433;0.2565490428980722;0.22403348477861645;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5204081632653061;0.6819654756141135;0.19106620624292678;0.11792432657869294;0.9355245321275765;0.05836097644909975;0.048815536468908745;14.0;0.5714285714285714
148;[48, 149];0.955878649230918;0.043216302282675714;0.011758300710818861;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.955878649230918;0.043216302282675714;0.011758300710818861;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.9108255916219955;0.08195887843213456;0.07352114132774655;0.8785204509214299;0.13468333864757576;0.1255701083809198;16.0;0.04081632653061224;0.5184281358513433;0.2565490428980722;0.22403348477861645;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5204081632653061;0.6939225425334772;0.18723927832196713;0.11635272880507659;0.8255197379070637;0.16589883345222914;0.21649555997823325;15.0;0.5612244897959184
149;[49, 150];0.9577237756037148;0.04164338345753506;0.011396799267506443;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.9577237756037148;0.04164338345753506;0.011396799267506443;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.9166110884826582;0.077144368463651;0.06946521366547413;0.8785204509214299;0.13468333864757576;0.1255701083809198;16.0;0.04081632653061224;0.5184281358513433;0.2565490428980722;0.22403348477861645;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5204081632653061;0.7065967947454631;0.18258542961332055;0.11135701662725249;0.7435400483818874;0.2342207416208514;0.3115777120936017;15.0;0.5510204081632654
150;[50, 151];0.9595332119995384;0.04024196236197601;0.009301620998791421;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.9595332119995384;0.04024196236197601;0.009301620998791421;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.9166110884826582;0.077144368463651;0.06946521366547413;0.8785204509214299;0.13468333864757576;0.1255701083809198;16.0;0.04081632653061224;0.5184281358513433;0.2565490428980722;0.22403348477861645;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5204081632653061;0.715958396861247;0.17983479864541785;0.1030809051268505;0.9329350879565486;0.06252685030320937;0.04894589960336361;15.0;0.5408163265306123
151;[51, 152];0.9627933330550834;0.03716964078366914;0.009441654917552719;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.9627933330550834;0.03716964078366914;0.009441654917552719;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.061224489795918366;0.9184205248784818;0.07587997410798258;0.07017941569998656;0.8920665163323347;0.1261486654880414;0.11435860817383169;16.0;0.04081632653061224;0.5184281358513433;0.2565490428980722;0.22403348477861645;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5306122448979592;0.7269316166743757;0.17584091482762376;0.10188293127018096;0.9329350879565486;0.06252685030320937;0.04894589960336361;15.0;0.5408163265306123
152;[52, 153];0.9637983717499159;0.03639752724343792;0.008525641868764353;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.9637983717499159;0.03639752724343792;0.008525641868764353;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.9192420637963267;0.07538784096567949;0.06906954244506347;0.8920665163323347;0.12614866548804074;0.07503644694405869;16.0;0.04081632653061224;0.5097567425724833;0.255328105727273;0.22886746141139597;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5408163265306123;0.7293437285585558;0.17420327940168648;0.10592763459744209;0.9329350879565486;0.06252685030320915;0.06214381308442592;15.0;0.5408163265306123
153;[53, 154];0.96121675970983;0.038546909322843416;0.009725537407153189;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.96121675970983;0.038546909322843416;0.009725537407153189;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.9128519077028526;0.08058138202941975;0.07391148652674683;0.8920665163323347;0.12614866548804074;0.07503644694405869;16.0;0.04081632653061224;0.5010024421717076;0.2539766984922451;0.22418674044280879;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5510204081632653;0.7176639769269213;0.1787524089295198;0.10761500936712949;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.5408163265306123
154;[54, 155];0.961953245377119;0.03799150030148158;0.009294257881716108;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.961953245377119;0.03799150030148158;0.009294257881716108;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.061224489795918366;0.9134565669356641;0.08023011325025797;0.07321579465484142;0.8920665163323347;0.12614866548804074;0.07503644694405869;16.0;0.04081632653061224;0.5010024421717076;0.2539766984922451;0.22418674044280879;0.5887621559162939;0.2899544464646183;0.5;7.0;0.5510204081632653;0.7176639769269213;0.1787524089295198;0.10761500936712949;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.5408163265306123
