;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
78;[31, 79];0.9887106155839618;0.010656995656582654;0.007234280660361431;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.08888888888888889;0.9337045712057215;0.06578400691996769;0.091353359471326;0.7099668737167834;0.24852003154992353;0.39484743178574433;16.0;0.13333333333333333;0.9539371157555906;0.045823414472020006;0.05047619729022552;0.7824406587245385;0.1917342066377745;0.2057605761386045;17.0;0.2222222222222222;0.9941482710648061;0.005773492445899314;0.005759565049182192;0.9329350879565486;0.06252685030320915;0.04040834656244904;15.0;0.06666666666666667;0.9636326324663971;0.035154812523632416;0.0346823290034734;0.7996369365439233;0.18407499204038202;0.19998788624017538;16.0;0.2222222222222222
79;[32, 80];0.9869714086577595;0.012413483334262437;0.007691697633016377;0.96929346595908;0.03209829420167817;0.026949725818323306;17.0;0.08888888888888889;0.9337045712057215;0.06578400691996769;0.091353359471326;0.7099668737167834;0.24852003154992353;0.39484743178574433;16.0;0.13333333333333333;0.9502664108316397;0.048657081404077436;0.04592477439421092;0.8145523430652634;0.17231900802393277;0.19463199760543926;17.0;0.24444444444444444;0.9974080573395325;0.0025306220531242205;0.002089489558923103;0.9475231583990614;0.05186115021048158;0.04510835708300518;15.0;0.06666666666666667;0.9578066510040718;0.04024977289309535;0.032395758024409915;0.7996369365439233;0.18407499204038202;0.19998788624017538;16.0;0.24444444444444444
80;[33, 81];0.9869714086577593;0.012413483334262194;0.006549578760573961;0.9245387872348442;0.07224132745313522;0.06502803016981186;17.0;0.08888888888888889;0.9316729639006893;0.06774273191975567;0.09489885025587766;0.8893069993710631;0.09813669581749122;0.09284502909731823;16.0;0.13333333333333333;0.9528326060192387;0.046624568808081725;0.04949671191436965;0.8145523430652634;0.17231900802393277;0.17912046347070326;17.0;0.2222222222222222;0.9941482710648061;0.005773492445899314;0.0053408845797878485;0.9546444483376649;0.04329880445251284;0.030682456613334796;16.0;0.06666666666666667;0.9502664108316397;0.04865708140407721;0.0499121235208897;0.8363673279888596;0.1617154644023473;0.14837939908727116;15.0;0.24444444444444444
81;[34, 82];0.9895376038453584;0.010198490045190712;0.006903787707827773;0.9371817816183551;0.062426525991350144;0.05119661282874151;17.0;0.08888888888888889;0.9368642481731643;0.06377395447148165;0.08567615774548404;0.9101663100395065;0.07964323437575184;0.08344127926964712;16.0;0.13333333333333333;0.9594748805437185;0.040468483123359884;0.040417000776669126;0.7182172900430885;0.20899130617146996;0.1993354883267836;17.0;0.2;0.9895376038453584;0.010198490045190712;0.009917983326985194;0.9546444483376649;0.04329880445251284;0.030682456613334796;16.0;0.06666666666666667;0.9578066510040718;0.04024977289309535;0.032395758024409915;0.8850355544046856;0.09799017286575601;0.07380055094775162;15.0;0.24444444444444444
82;[35, 83];0.9941482710648061;0.005773492445899314;0.004395520118612012;0.956650471575569;0.0427067269366191;0.041445654832610014;17.0;0.08888888888888889;0.9394304433607633;0.061815165400526055;0.0876759513442222;0.7815371428367515;0.1896660058641099;0.20131853211771028;16.0;0.13333333333333333;0.9581239995989972;0.0415886233563802;0.04567124820414079;0.551499373247862;0.2536408141614008;0.439052429175127;17.0;0.17777777777777776;0.9862778175706323;0.0133902961954603;0.012110757627958654;0.9546444483376649;0.04329880445251284;0.01842725123806265;16.0;0.06666666666666667;0.9647371422027492;0.03433022371029155;0.03160393856688663;0.8204962472123667;0.17013020891482739;0.14964868947945253;16.0;0.2222222222222222
83;[36, 84];0.9888568774850476;0.01120746852305967;0.009531790243635723;0.9488801212514659;0.05009849909615667;0.03598867265804121;18.0;0.08888888888888889;0.9405349530971153;0.06104465702224687;0.08829803508294334;0.7815371428367515;0.1896660058641099;0.20131853211771028;16.0;0.13333333333333333;0.9581239995989972;0.0415886233563802;0.04567124820414079;0.6345252314044247;0.25698807786995775;0.35620971670050794;17.0;0.17777777777777776;0.9796355430461524;0.01991740836591886;0.0189225589524643;0.8649743855105252;0.14289574335923644;0.15511234823241496;16.0;0.06666666666666667;0.9647371422027492;0.03433022371029155;0.03160393856688663;0.8340423126232713;0.16301782493737926;0.17144490838170978;16.0;0.2222222222222222
84;[37, 85];0.9888568774850476;0.01120746852305967;0.009531790243635723;0.9488801212514659;0.05009849909615667;0.03598867265804121;18.0;0.08888888888888889;0.9368642481731643;0.0637739544714812;0.08650946059466008;0.8023964535051947;0.1763951939236088;0.13858173372407817;16.0;0.15555555555555556;0.9581239995989972;0.04158862335638043;0.04228124618917055;0.7815371428367515;0.1896660058641099;0.20131853211771028;16.0;0.17777777777777776;0.9796355430461523;0.01991740836591886;0.017883415383028317;0.9101663100395065;0.0796432343757516;0.018808096331164995;16.0;0.044444444444444446;0.9709509660173982;0.027770289138014853;0.02305647339594276;0.9337851376692218;0.06368767510851177;0.08120849280684922;16.0;0.2222222222222222
85;[38, 86];0.9797715933771536;0.020592708793028006;0.017052401395041498;0.9400664543100068;0.056241290963136306;0.02277086644187211;18.0;0.08888888888888889;0.9543531853677625;0.0452945392424596;0.060024466787657646;0.8534897229796912;0.15416855380450742;0.053589838486224534;17.0;0.15555555555555556;0.9547919321614957;0.04403975571762518;0.039323419937056125;0.8023964535051947;0.1763951939236088;0.2633433537186106;16.0;0.17777777777777776;0.9770693478585534;0.022084187345211875;0.01826359838824502;0.9101663100395065;0.0796432343757516;0.018808096331164995;16.0;0.044444444444444446;0.9640204748187209;0.033778243765222725;0.02278519977803737;0.9546444483376649;0.04329880445251331;0.05770496929268121;16.0;0.2222222222222222
86;[39, 87];0.9751609261577058;0.0248828979331118;0.016384338058370175;0.8457678298424841;0.15263918322465844;0.0880556302831988;18.0;0.08888888888888889;0.9543531853677625;0.0452945392424596;0.060024466787657646;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.15555555555555556;0.9481496576370158;0.050137990163073236;0.04864387590334204;0.8023964535051947;0.1763951939236088;0.2633433537186106;16.0;0.17777777777777776;0.9770693478585534;0.022084187345211875;0.01826359838824502;0.8893069993710631;0.09813669581749143;0.06649030222042507;16.0;0.044444444444444446;0.9640204748187209;0.03377824376522249;0.028024673856845088;0.7996369365439233;0.18407499204038202;0.21855323285226813;16.0;0.2222222222222222
87;[40, 88];0.9751609261577058;0.0248828979331118;0.018948643086741632;0.9099617502405772;0.08386502482452259;0.03236852311888593;18.0;0.08888888888888889;0.9528326060192386;0.04662456880808218;0.05311834194725937;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.17777777777777778;0.9543531853677625;0.045294539242459374;0.04259896687667238;0.7872226051203909;0.1483903729478407;0.11737088955301685;15.0;0.17777777777777776;0.9770693478585534;0.022084187345211875;0.01826359838824502;0.9101663100395065;0.0796432343757516;0.018808096331164995;16.0;0.044444444444444446;0.9729825733224302;0.02563333901646577;0.019084285525411783;0.8340423126232713;0.16301782493737865;0.16308560309086773;16.0;0.2222222222222222
88;[41, 89];0.9693349446953805;0.03010562108428392;0.024618885323221124;0.9099617502405772;0.08386502482452259;0.03236852311888593;18.0;0.11111111111111112;0.9617947045229482;0.038701445665928154;0.0425939410256152;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.15555555555555556;0.9368642481731643;0.06377395447148142;0.06566322539014127;0.8223773393621179;0.13030216898601021;0.10184026103921935;14.0;0.17777777777777776;0.981680015078001;0.017771975960086558;0.01626517799277595;0.93102562070795;0.060196592948233346;0.030250626961323253;16.0;0.044444444444444446;0.9667687495077814;0.03222148062810273;0.027562744030300734;0.8441150748420817;0.1587359356990499;0.16636829161465758;16.0;0.2222222222222222
89;[42, 90];0.9739456119148281;0.025867191242842053;0.02282122395915678;0.8275159330075961;0.16685190854722026;0.15716991411008932;18.0;0.11111111111111112;0.9617947045229482;0.038701445665928154;0.0425939410256152;0.8729584129369051;0.13850724725576719;0.0953036261724458;17.0;0.15555555555555556;0.940635062404399;0.060216669799357955;0.06513162951316312;0.8223773393621179;0.13030216898601063;0.051807068540762544;14.0;0.15555555555555556;0.9895376038453586;0.010198490045190713;0.009152227504410596;0.9337851376692218;0.06368767510851153;0.037566479268857145;16.0;0.044444444444444446;0.9725947309701066;0.027026208530179004;0.02396758300643421;0.8441150748420817;0.1587359356990499;0.16636829161465758;16.0;0.2
90;[43, 91];0.9739456119148281;0.025867191242842053;0.02282122395915678;0.9245387872348441;0.07224132745313476;0.03266882166011696;17.0;0.11111111111111112;0.9617947045229482;0.038701445665928154;0.0425939410256152;0.8729584129369051;0.13850724725576719;0.0953036261724458;17.0;0.15555555555555556;0.9337045712057217;0.06578400691996748;0.07446685486193691;0.7872226051203909;0.14839037294784105;0.0649330039117664;15.0;0.13333333333333333;0.9910581831938825;0.008755710734108541;0.009855542109456293;0.8893069993710631;0.09813669581749143;0.08277841919456541;16.0;0.044444444444444446;0.9739456119148281;0.02586719124284253;0.02688248986477453;0.8785204509214299;0.13468333864757576;0.1302216890645911;16.0;0.17777777777777776
91;[44, 92];0.9797715933771536;0.020592708793028006;0.020580176616093224;0.8924271028941191;0.09962471750424143;0.09999999999999998;17.0;0.08888888888888889;0.9650544907976746;0.0356766191186668;0.040478032242743836;0.8729584129369051;0.13850724725576719;0.0953036261724458;17.0;0.13333333333333333;0.9337045712057217;0.06578400691996748;0.07446685486193691;0.768975708906196;0.1921360548717021;0.1557929619470644;15.0;0.13333333333333333;0.9910581831938825;0.008755710734108541;0.009855542109456293;0.9337851376692218;0.06368767510851131;0.014863818897729836;16.0;0.044444444444444446;0.9739456119148281;0.02586719124284253;0.02688248986477453;0.9101663100395065;0.07964323437575184;0.08344127926964712;16.0;0.17777777777777776
92;[45, 93];0.9797715933771536;0.020592708793028006;0.017052401395041498;0.9245387872348441;0.0722413274531343;0.07074712601160552;17.0;0.08888888888888889;0.9598632065251995;0.03993764053063626;0.047483125529622805;0.8729584129369051;0.13850724725576805;0.12526960902465767;17.0;0.13333333333333333;0.9337045712057217;0.06578400691996748;0.07446685486193691;0.768975708906196;0.1921360548717021;0.1557929619470644;15.0;0.13333333333333333;0.9890265758888503;0.01096901384550824;0.011739503999708014;0.9245387872348441;0.07224132745313476;0.011479671980398148;17.0;0.06666666666666667;0.9739456119148281;0.02586719124284253;0.02688248986477453;0.743216002573569;0.20124359370427414;0.3658346301777965;16.0;0.17777777777777776
93;[46, 94];0.9739456119148281;0.02586719124284253;0.015938076342735048;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.1111111111111111;0.9674034466976317;0.03136987008946634;0.0366736193789535;0.8408467285961803;0.16157707177695182;0.1838239541920476;17.0;0.13333333333333333;0.9077503949608863;0.09330768866132182;0.1093149037900652;0.7948220404607839;0.18173766648056056;0.15791382051864214;14.0;0.13333333333333333;0.9927973901200849;0.00698536308091575;0.006090954260363402;0.9346062324545016;0.05923630142030885;0.0457881417396557;17.0;0.044444444444444446;0.9594748805437185;0.040468483123359884;0.040417000776669126;0.7996369365439233;0.18407499204038125;0.3762820851736516;16.0;0.17777777777777776
94;[47, 95];0.9739456119148281;0.02586719124284253;0.015938076342735048;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.1111111111111111;0.9743339378963091;0.0253220337412451;0.02917494057561974;0.7855584217036248;0.19257706726819782;0.22190689107605135;18.0;0.1111111111111111;0.9237302292437402;0.07383224441002967;0.07935484575127161;0.9074994274322401;0.07887823108827346;0.052374468487633885;15.0;0.13333333333333333;0.9927973901200849;0.00698536308091575;0.006090954260363402;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.044444444444444446;0.9670151207161508;0.03190857652787196;0.030843493119478385;0.8893069993710631;0.09813669581749164;0.13112348515890718;16.0;0.17777777777777776
95;[48, 96];0.9739456119148281;0.02586719124284253;0.015938076342735048;0.9337851376692216;0.0636876751085113;0.05846138926056747;16.0;0.13333333333333333;0.9743339378963091;0.0253220337412451;0.02917494057561974;0.7855584217036248;0.19257706726819782;0.22190689107605135;18.0;0.1111111111111111;0.928413177625963;0.07054187918705972;0.07504352365407899;0.9329350879565486;0.06252685030320915;0.05360626004351135;15.0;0.11111111111111112;0.991276810771561;0.008433436843507057;0.005387639655317704;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.044444444444444446;0.9739456119148281;0.02586719124284253;0.0239668313784813;0.8661327173632023;0.11348422351612474;0.10576057613860451;17.0;0.15555555555555556
96;[49, 97];0.9594748805437183;0.04046848312335988;0.02719363941650407;0.9475231583990615;0.051861150210481585;0.04510835708300518;15.0;0.15555555555555556;0.9720141139170796;0.027146441100113897;0.03056057133060362;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.13333333333333333;0.9274009341676912;0.07118807156301817;0.07950828879134067;0.9699870314266158;0.03000430827113378;0.03498124188397473;15.0;0.11111111111111112;0.9875059965403264;0.012405372984442152;0.006510469784841292;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.044444444444444446;0.9751609261577058;0.02488289793311156;0.026666180503207047;0.7892663542982413;0.1487693705469831;0.12287638336717464;17.0;0.15555555555555556
97;[50, 98];0.9670151207161508;0.0319085765278722;0.018701009579801;0.9337851376692218;0.06368767510851177;0.06715316229550677;16.0;0.15555555555555556;0.9674034466976317;0.03136987008946634;0.031714696849320954;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.13333333333333333;0.9307330016051927;0.06891348706344524;0.07222014184024883;0.9699870314266159;0.030004308271133782;0.03498124188397473;15.0;0.11111111111111112;0.9849398013527272;0.014609963076501677;0.009192665673025366;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.044444444444444446;0.9780323864509509;0.022315310072263055;0.019228066816123247;0.7982546354435072;0.17316037272725354;0.11722284088173722;17.0;0.15555555555555556
98;[51, 99];0.9739456119148281;0.02586719124284253;0.02020463217493967;0.9337851376692218;0.06368767510851177;0.06715316229550677;16.0;0.15555555555555556;0.9725947309701068;0.027026208530179487;0.0255686534777189;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.13333333333333333;0.9403643500324335;0.05757733339672294;0.05837606966800267;0.8509553984313722;0.1540793684887149;0.2168045730498419;15.0;0.08888888888888889;0.9834192220042036;0.016034617098021377;0.010994516133666837;0.96819051374857;0.0323963030603231;0.0335707300927436;16.0;0.044444444444444446;0.9857667896141238;0.014156591822020581;0.012680922299903608;0.8457678298424841;0.15263918322465928;0.13671432228204441;18.0;0.13333333333333333
99;[52, 100];0.9816800150780008;0.017771975960086072;0.012737844262408402;0.9337851376692218;0.06368767510851177;0.06715316229550677;16.0;0.15555555555555556;0.9739456119148281;0.025867191242843004;0.02282122395915678;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.15555555555555556;0.9379213404490191;0.06017516101010693;0.06205031386531899;0.7262724560889596;0.2380623183932145;0.32503644694405864;16.0;0.08888888888888889;0.9834192220042036;0.016034617098021377;0.010994516133666837;0.9681905137485697;0.03239630306032309;0.026354979061769035;16.0;0.044444444444444446;0.9875059965403264;0.012405372984442633;0.011750431984213185;0.8156631257730546;0.17358160031193096;0.18596377828419858;18.0;0.13333333333333333
100;[53, 101];0.9816800150780008;0.017771975960086072;0.012737844262408402;0.9566504715755689;0.04270672693661957;0.038429397798721454;17.0;0.15555555555555556;0.9739456119148281;0.025867191242843004;0.02282122395915678;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.15555555555555556;0.9356015164697895;0.061840420557593985;0.06260376289628003;0.7262724560889596;0.2380623183932145;0.32503644694405864;16.0;0.08888888888888889;0.9788085547847558;0.020362945961636257;0.01037046755248543;0.9699870314266158;0.03000430827113378;0.02838228514344358;15.0;0.022222222222222223;0.9834192220042035;0.016034617098021134;0.01442386877858959;0.6587405158255597;0.2552932157670635;0.5167468245269452;18.0;0.13333333333333333
101;[54, 102];0.9816800150780008;0.017771975960086072;0.012737844262408402;0.96929346595908;0.032098294201678645;0.021230629976529643;17.0;0.15555555555555556;0.9702749069908772;0.028843071041206286;0.02659740082530047;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.15555555555555556;0.9345892730115176;0.06250222293123166;0.0667754148577041;0.7262724560889596;0.2380623183932145;0.32503644694405864;16.0;0.08888888888888889;0.9788085547847558;0.020362945961636257;0.008964795480567077;0.8920665163323347;0.1261486654880414;0.11435860817383169;16.0;0.022222222222222223;0.9834192220042035;0.016034617098021134;0.01442386877858959;0.6587405158255597;0.2552932157670635;0.5167468245269452;18.0;0.15555555555555556
102;[55, 103];0.9895376038453584;0.010198490045190712;0.006903787707827773;0.96929346595908;0.032098294201678645;0.021230629976529643;17.0;0.15555555555555556;0.9727179165742913;0.02606635560133765;0.018899073406502123;0.8635571681993488;0.14324384275544563;0.12588217313656283;17.0;0.15555555555555556;0.9470066245569133;0.05158714337470887;0.055061133268089604;0.7262724560889596;0.2380623183932145;0.32503644694405864;16.0;0.08888888888888889;0.9816800150780012;0.01777197596008608;0.008357631782085602;0.8920665163323347;0.1261486654880414;0.11435860817383169;16.0;0.022222222222222223;0.9834192220042035;0.016034617098021134;0.01442386877858959;0.6942989375291845;0.21545397800268354;0.3826053014055719;18.0;0.15555555555555556
103;[56, 104];0.9912768107715608;0.008433436843507055;0.0066128219109097865;0.9099617502405772;0.08386502482452259;0.06024944670041271;18.0;0.15555555555555556;0.9702749069908772;0.028843071041206286;0.02659740082530047;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.15555555555555556;0.9425320076684669;0.05623066905511356;0.0597859798312777;0.7262724560889596;0.2380623183932145;0.32503644694405864;16.0;0.08888888888888889;0.9816800150780012;0.01777197596008608;0.008357631782085602;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.022222222222222223;0.9816800150780008;0.017771975960086072;0.014530752085116986;0.8941244307468018;0.09303329449446358;0.10546432228204441;18.0;0.15555555555555556
104;[57, 105];0.9887106155839619;0.010656995656582655;0.006871558346184969;0.9099617502405772;0.08386502482452259;0.06024944670041271;18.0;0.13333333333333333;0.9655919586086543;0.03251528146822584;0.03099701068586788;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.13333333333333333;0.9378490592862438;0.05965319954884881;0.0661427965777324;0.9546444483376649;0.04329880445251307;0.049057639432896344;16.0;0.08888888888888889;0.9788085547847558;0.020362945961636257;0.008964795480567077;0.96819051374857;0.0323963030603231;0.029962854577256316;16.0;0.022222222222222223;0.9770693478585531;0.02208418734521187;0.021251709907305946;0.8156631257730546;0.17358160031193096;0.32638019577941446;18.0;0.15555555555555556
